#{"t_start": 1715681333.7286725, "env_id": "ALE/MsPacman-ram-v5"}
r,l,t
70.0,529,1248.380244
70.0,529,1248.797725
70.0,529,1249.220536
70.0,529,1249.633251
70.0,529,1250.045897
70.0,529,1250.685611
70.0,529,1251.099431
70.0,529,1251.542122
70.0,529,1251.997476
70.0,529,1252.432005
70.0,529,1253.065879
70.0,529,1253.526321
70.0,529,1253.987547
70.0,529,1254.408214
70.0,529,1254.825115
70.0,529,1255.417134
70.0,529,1255.813353
70.0,529,1256.209208
70.0,529,1256.640428
70.0,529,1257.07811
70.0,529,1257.67205
70.0,529,1258.112079
70.0,529,1258.54229
70.0,529,1258.946094
70.0,529,1259.357829
70.0,529,1259.92937
70.0,529,1260.349122
70.0,529,1260.76568
70.0,529,1261.171427
70.0,529,1261.57731
70.0,529,1262.202244
70.0,529,1262.641726
70.0,529,1263.055403
70.0,529,1263.467342
70.0,529,1263.885859
70.0,529,1264.498195
70.0,529,1264.955744
70.0,529,1265.422819
70.0,529,1265.858204
70.0,529,1266.294047
70.0,529,1266.94552
70.0,529,1267.391293
70.0,529,1267.849728
70.0,529,1268.321537
70.0,529,1268.794001
70.0,529,1269.461545
70.0,529,1269.9259
70.0,529,1270.403055
70.0,529,1270.862374
70.0,529,1271.342565
70.0,529,1272.006388
70.0,529,1272.457695
70.0,529,1272.916072
70.0,529,1273.388436
70.0,529,1273.862539
70.0,529,1274.542131
70.0,529,1275.002455
70.0,529,1275.47421
70.0,529,1275.930219
70.0,529,1276.388599
70.0,529,1277.056129
70.0,529,1277.512682
70.0,529,1278.009733
70.0,529,1278.474269
70.0,529,1278.936376
70.0,529,1279.64055
70.0,529,1280.096934
70.0,529,1280.583081
70.0,529,1281.045553
70.0,529,1281.523834
70.0,529,1282.218128
70.0,529,1282.669749
70.0,529,1283.146731
70.0,529,1283.616386
70.0,529,1284.093395
70.0,529,1284.759966
70.0,529,1285.206387
70.0,529,1285.659752
70.0,529,1286.111032
70.0,529,1286.607268
70.0,529,1287.277783
70.0,529,1287.737322
70.0,529,1288.198882
70.0,529,1288.676921
70.0,529,1289.135267
70.0,529,1289.805801
70.0,529,1290.258216
70.0,529,1290.719608
70.0,529,1291.170392
70.0,529,1291.628409
70.0,529,1292.292143
70.0,529,1292.746458
70.0,529,1293.222853
70.0,529,1293.685022
70.0,529,1294.143384
70.0,529,1294.814999
70.0,529,1295.278475
70.0,529,1295.735651
70.0,529,1296.191172
70.0,529,1296.666322
70.0,529,1297.338955
70.0,529,1297.826189
70.0,529,1298.278674
70.0,529,1298.740837
70.0,529,1299.205116
70.0,529,1299.882612
70.0,529,1300.340102
70.0,529,1300.801362
70.0,529,1301.26272
70.0,529,1301.738073
70.0,529,1302.406644
70.0,529,1302.870949
70.0,529,1303.34079
70.0,529,1303.799588
70.0,529,1304.266854
70.0,529,1304.973345
70.0,529,1305.460382
70.0,529,1305.944593
70.0,529,1306.419764
70.0,529,1306.871529
70.0,529,1307.54963
70.0,529,1308.022175
70.0,529,1308.480491
70.0,529,1308.939704
70.0,529,1309.401554
70.0,529,1310.094708
70.0,529,1310.556814
70.0,529,1311.017225
70.0,529,1311.495373
70.0,529,1311.975746
70.0,529,1312.664245
70.0,529,1313.119744
70.0,529,1313.589867
70.0,529,1314.046128
70.0,529,1314.507989
70.0,529,1315.16422
70.0,529,1315.61252
70.0,529,1316.062096
70.0,529,1316.525661
70.0,529,1316.990885
70.0,529,1317.666746
70.0,529,1318.126824
70.0,529,1318.606215
70.0,529,1319.06823
70.0,529,1319.5296
70.0,529,1320.192387
70.0,529,1320.662548
70.0,529,1321.133751
70.0,529,1321.586137
70.0,529,1322.069404
70.0,529,1322.7342
70.0,529,1323.212658
70.0,529,1323.670985
70.0,529,1324.119062
70.0,529,1324.581609
70.0,529,1325.251902
70.0,529,1325.730465
70.0,529,1326.192776
70.0,529,1326.668634
70.0,529,1327.161707
70.0,529,1327.856316
70.0,529,1328.320295
70.0,529,1328.780115
70.0,529,1329.249342
70.0,529,1329.713828
70.0,529,1330.372722
70.0,529,1330.824457
70.0,529,1331.296016
70.0,529,1331.746438
70.0,529,1332.244495
70.0,529,1332.912328
70.0,529,1333.37287
70.0,529,1333.847766
70.0,529,1334.310409
70.0,529,1334.780465
70.0,529,1335.466891
70.0,529,1335.924873
70.0,529,1336.383689
70.0,529,1336.845974
70.0,529,1337.302277
70.0,529,1337.981874
70.0,529,1338.426473
70.0,529,1338.888716
70.0,529,1339.34985
70.0,529,1339.810687
70.0,529,1340.485979
70.0,529,1340.943348
70.0,529,1341.40572
70.0,529,1341.880985
70.0,529,1342.345212
70.0,529,1343.018882
70.0,529,1343.478371
70.0,529,1343.960343
70.0,529,1344.429759
70.0,529,1344.890218
70.0,529,1345.551568
70.0,529,1346.005115
70.0,529,1346.456656
70.0,529,1346.926883
70.0,529,1347.403986
70.0,529,1348.074695
70.0,529,1348.54246
70.0,529,1349.015557
70.0,529,1349.475587
70.0,529,1349.938821
70.0,529,1350.654533
70.0,529,1351.121303
70.0,529,1351.595676
70.0,529,1352.073061
70.0,529,1352.551104
70.0,529,1353.225815
70.0,529,1353.685038
70.0,529,1354.152518
70.0,529,1354.607959
70.0,529,1355.069235
70.0,529,1355.744695
70.0,529,1356.201216
70.0,529,1356.684167
70.0,529,1357.142539
70.0,529,1357.610214
70.0,529,1358.269985
70.0,529,1358.74586
70.0,529,1359.207151
70.0,529,1359.659571
70.0,529,1360.145713
70.0,529,1360.827152
70.0,529,1361.304538
70.0,529,1361.78365
70.0,529,1362.253859
70.0,529,1362.738182
70.0,529,1363.430787
70.0,529,1363.889074
70.0,529,1364.351108
70.0,529,1364.833605
70.0,529,1365.288941
70.0,529,1365.950902
70.0,529,1366.419903
70.0,529,1366.865253
70.0,529,1367.336667
70.0,529,1367.797839
70.0,529,1368.474872
70.0,529,1368.938803
70.0,529,1369.406906
70.0,529,1369.869434
70.0,529,1370.326884
70.0,529,1371.011163
70.0,529,1371.472056
70.0,529,1371.928108
70.0,529,1372.386272
70.0,529,1372.847744
70.0,529,1373.525206
70.0,529,1373.976857
70.0,529,1374.436076
70.0,529,1374.90442
70.0,529,1375.372575
70.0,529,1376.049484
70.0,529,1376.511448
70.0,529,1377.007681
70.0,529,1377.480045
70.0,529,1377.969071
70.0,529,1378.650862
70.0,529,1379.132863
70.0,529,1379.600055
70.0,529,1380.086226
70.0,529,1380.546678
70.0,529,1381.240963
70.0,529,1381.734055
70.0,529,1382.195689
70.0,529,1382.657754
70.0,529,1383.119089
70.0,529,1383.785779
70.0,529,1384.239227
70.0,529,1384.704521
70.0,529,1385.199474
70.0,529,1385.681788
70.0,529,1386.373285
70.0,529,1386.834644
70.0,529,1387.290081
70.0,529,1387.768149
70.0,529,1388.250644
70.0,529,1388.925065
70.0,529,1389.380453
70.0,529,1389.866611
70.0,529,1390.323833
70.0,529,1390.799006
70.0,529,1391.465618
70.0,529,1391.925248
70.0,529,1392.376622
70.0,529,1392.835021
70.0,529,1393.346805
70.0,529,1394.032485
70.0,529,1394.519582
70.0,529,1394.985755
70.0,529,1395.440122
70.0,529,1395.90245
70.0,529,1396.565241
70.0,529,1397.040389
70.0,529,1397.491945
70.0,529,1397.950145
70.0,529,1398.410893
70.0,529,1399.080161
70.0,529,1399.533734
70.0,529,1400.026846
70.0,529,1400.499936
70.0,529,1400.971015
70.0,529,1401.645816
70.0,529,1402.13103
70.0,529,1402.589469
70.0,529,1403.059598
70.0,529,1403.520021
70.0,529,1404.186696
70.0,529,1404.65177
70.0,529,1405.109316
70.0,529,1405.575033
70.0,529,1406.050166
70.0,529,1406.721338
70.0,529,1407.196748
70.0,529,1407.651917
70.0,529,1408.127448
70.0,529,1408.61281
70.0,529,1409.297138
70.0,529,1409.78039
70.0,529,1410.243513
70.0,529,1410.697864
70.0,529,1411.163168
70.0,529,1411.85362
70.0,529,1412.319094
70.0,529,1412.772735
70.0,529,1413.229616
70.0,529,1413.703966
70.0,529,1414.386652
70.0,529,1414.844908
70.0,529,1415.303219
70.0,529,1415.759676
70.0,529,1416.221039
70.0,529,1416.937298
70.0,529,1417.399588
70.0,529,1417.861919
70.0,529,1418.31939
70.0,529,1418.794639
70.0,529,1419.468148
70.0,529,1419.925861
70.0,529,1420.386906
70.0,529,1420.854054
70.0,529,1421.329477
70.0,529,1421.99604
70.0,529,1422.458248
70.0,529,1422.93048
70.0,529,1423.386052
70.0,529,1423.865202
70.0,529,1424.541652
70.0,529,1425.020841
70.0,529,1425.47947
70.0,529,1425.930878
70.0,529,1426.404042
70.0,529,1427.072878
70.0,529,1427.54397
70.0,529,1427.99785
70.0,529,1428.450826
70.0,529,1428.923026
70.0,529,1429.621587
70.0,529,1430.088723
70.0,529,1430.551431
70.0,529,1431.012794
70.0,529,1431.466769
70.0,529,1432.13558
70.0,529,1432.595649
70.0,529,1433.045599
70.0,529,1433.496116
70.0,529,1433.959929
70.0,529,1434.635981
70.0,529,1435.124868
70.0,529,1435.583209
70.0,529,1436.042674
70.0,529,1436.499288
70.0,529,1437.18843
70.0,529,1437.649729
70.0,529,1438.113197
70.0,529,1438.572727
70.0,529,1439.031837
70.0,529,1439.720272
70.0,529,1440.182561
70.0,529,1440.654649
70.0,529,1441.133891
70.0,529,1441.625174
70.0,529,1442.29172
70.0,529,1442.759957
70.0,529,1443.219362
70.0,529,1443.685664
70.0,529,1444.170163
70.0,529,1444.840475
70.0,529,1445.305844
70.0,529,1445.785089
70.0,529,1446.267145
70.0,529,1446.737349
70.0,529,1447.416556
70.0,529,1447.893294
70.0,529,1448.379491
70.0,529,1448.855479
70.0,529,1449.31386
70.0,529,1449.991439
70.0,529,1450.465781
70.0,529,1450.93897
70.0,529,1451.404373
70.0,529,1451.868657
70.0,529,1452.570864
70.0,529,1453.050337
70.0,529,1453.51089
70.0,529,1453.986769
70.0,529,1454.449308
70.0,529,1455.141594
70.0,529,1455.603927
70.0,529,1456.057242
70.0,529,1456.529626
70.0,529,1456.987762
70.0,529,1457.670846
70.0,529,1458.158664
70.0,529,1458.615962
70.0,529,1459.103064
70.0,529,1459.560449
70.0,529,1460.234241
70.0,529,1460.704358
70.0,529,1461.17575
70.0,529,1461.633937
70.0,529,1462.106081
70.0,529,1462.793695
70.0,529,1463.248157
70.0,529,1463.704485
70.0,529,1464.186673
70.0,529,1464.643164
70.0,529,1465.310105
70.0,529,1465.77317
70.0,529,1466.227557
70.0,529,1466.686803
70.0,529,1467.147173
70.0,529,1467.824916
70.0,529,1468.299503
70.0,529,1468.760325
70.0,529,1469.227787
70.0,529,1469.69681
70.0,529,1470.372874
70.0,529,1470.842761
70.0,529,1471.307925
70.0,529,1471.780399
70.0,529,1472.243739
70.0,529,1472.922357
70.0,529,1473.368968
70.0,529,1473.836947
70.0,529,1474.294274
70.0,529,1474.757156
70.0,529,1475.426455
70.0,529,1475.899532
70.0,529,1476.356889
70.0,529,1476.808202
70.0,529,1477.265783
70.0,529,1477.935634
70.0,529,1478.412446
70.0,529,1478.863976
70.0,529,1479.316473
70.0,529,1479.781715
70.0,529,1480.441498
70.0,529,1480.902786
70.0,529,1481.358076
70.0,529,1481.822683
70.0,529,1482.28584
70.0,529,1482.960488
70.0,529,1483.409585
70.0,529,1483.855718
70.0,529,1484.318619
70.0,529,1484.78395
70.0,529,1485.446733
70.0,529,1485.915948
70.0,529,1486.381356
70.0,529,1486.839603
70.0,529,1487.300364
70.0,529,1487.975683
70.0,529,1488.434942
70.0,529,1488.88633
70.0,529,1489.339777
70.0,529,1489.80804
70.0,529,1490.502505
70.0,529,1490.968639
70.0,529,1491.458935
70.0,529,1491.920339
70.0,529,1492.381686
70.0,529,1493.060131
70.0,529,1493.534512
70.0,529,1493.984825
70.0,529,1494.457123
70.0,529,1494.914383
70.0,529,1495.587195
70.0,529,1496.047483
70.0,529,1496.539475
70.0,529,1497.010628
70.0,529,1497.468161
70.0,529,1498.139809
70.0,529,1498.592334
70.0,529,1499.049314
70.0,529,1499.565455
70.0,529,1500.036143
70.0,529,1500.71435
70.0,529,1501.170536
70.0,529,1501.629091
70.0,529,1502.07662
70.0,529,1502.534963
70.0,529,1503.217847
70.0,529,1503.683844
70.0,529,1504.141125
70.0,529,1504.596446
70.0,529,1505.065225
70.0,529,1505.726646
70.0,529,1506.186732
70.0,529,1506.646188
70.0,529,1507.090739
70.0,529,1507.560905
70.0,529,1508.249795
70.0,529,1508.714934
70.0,529,1509.178175
70.0,529,1509.638374
70.0,529,1510.095777
70.0,529,1510.775414
70.0,529,1511.241543
70.0,529,1511.718122
70.0,529,1512.213991
70.0,529,1512.6761
70.0,529,1513.371101
70.0,529,1513.854984
70.0,529,1514.31009
70.0,529,1514.76566
70.0,529,1515.201076
70.0,529,1515.79738
70.0,529,1516.240383
70.0,529,1516.632861
70.0,529,1517.049619
70.0,529,1517.452418
70.0,529,1518.028827
70.0,529,1518.428591
70.0,529,1518.842721
70.0,529,1519.259914
70.0,529,1519.681695
70.0,529,1520.309584
70.0,529,1520.727315
70.0,529,1521.1469
70.0,529,1521.593706
70.0,529,1522.009057
70.0,529,1522.618234
70.0,529,1523.058244
70.0,529,1523.50017
70.0,529,1523.928879
70.0,529,1524.366508
70.0,529,1525.007239
70.0,529,1525.449586
70.0,529,1525.910511
70.0,529,1526.386554
70.0,529,1526.873461
70.0,529,1527.533109
70.0,529,1528.000417
70.0,529,1528.489693
70.0,529,1528.964746
70.0,529,1529.425334
70.0,529,1530.140435
70.0,529,1530.585882
70.0,529,1531.049868
70.0,529,1531.519601
70.0,529,1531.999626
70.0,529,1532.672142
70.0,529,1533.123539
70.0,529,1533.575211
70.0,529,1534.034638
70.0,529,1534.536495
70.0,529,1535.197223
70.0,529,1535.672295
70.0,529,1536.14769
70.0,529,1536.609841
70.0,529,1537.066409
70.0,529,1537.730438
70.0,529,1538.182636
70.0,529,1538.634062
70.0,529,1539.089428
70.0,529,1539.548532
70.0,529,1540.21835
70.0,529,1540.682717
70.0,529,1541.136178
70.0,529,1541.617127
70.0,529,1542.089587
70.0,529,1542.79097
70.0,529,1543.262135
70.0,529,1543.742286
70.0,529,1544.204812
70.0,529,1544.673085
70.0,529,1545.345639
70.0,529,1545.798917
70.0,529,1546.272737
70.0,529,1546.734708
70.0,529,1547.199839
70.0,529,1547.866566
70.0,529,1548.314322
70.0,529,1548.764402
70.0,529,1549.215757
70.0,529,1549.68714
70.0,529,1550.374597
70.0,529,1550.854776
70.0,529,1551.322154
70.0,529,1551.794492
70.0,529,1552.261626
70.0,529,1552.923183
70.0,529,1553.384657
70.0,529,1553.849329
70.0,529,1554.326321
70.0,529,1554.794689
70.0,529,1555.482051
70.0,529,1555.903602
70.0,529,1556.384539
70.0,529,1556.852466
70.0,529,1557.268299
70.0,529,1557.867868
70.0,529,1558.259886
70.0,529,1558.660778
70.0,529,1559.072735
70.0,529,1559.517917
70.0,529,1560.121181
70.0,529,1560.539777
70.0,529,1560.930541
70.0,529,1561.322739
70.0,529,1561.75265
70.0,529,1562.34975
70.0,529,1562.778074
70.0,529,1563.195615
70.0,529,1563.607406
70.0,529,1564.01714
70.0,529,1564.639147
70.0,529,1565.051425
70.0,529,1565.476282
70.0,529,1565.892366
70.0,529,1566.349955
70.0,529,1567.00041
70.0,529,1567.439965
70.0,529,1567.864578
70.0,529,1568.278365
70.0,529,1568.674177
70.0,529,1569.248594
70.0,529,1569.641435
70.0,529,1570.042497
70.0,529,1570.434222
70.0,529,1570.833794
70.0,529,1571.40339
70.0,529,1571.803186
70.0,529,1572.216943
70.0,529,1572.642563
70.0,529,1573.069996
70.0,529,1573.655471
70.0,529,1574.051699
70.0,529,1574.480069
70.0,529,1574.918463
70.0,529,1575.334093
70.0,529,1575.949332
70.0,529,1576.359999
70.0,529,1576.778845
70.0,529,1577.230159
70.0,529,1577.653662
70.0,529,1578.26885
70.0,529,1578.708378
70.0,529,1579.164757
70.0,529,1579.594661
70.0,529,1580.037821
70.0,529,1580.68882
70.0,529,1581.126226
70.0,529,1581.588448
70.0,529,1582.049634
70.0,529,1582.529081
70.0,529,1583.198643
70.0,529,1583.672855
70.0,529,1584.134255
70.0,529,1584.594688
70.0,529,1585.063695
70.0,529,1585.726787
70.0,529,1586.183911
70.0,529,1586.663386
70.0,529,1587.143332
70.0,529,1587.649691
70.0,529,1588.359693
70.0,529,1588.828029
70.0,529,1589.2942
70.0,529,1589.75711
70.0,529,1590.233855
70.0,529,1590.910377
70.0,529,1591.362937
70.0,529,1591.836022
70.0,529,1592.316189
70.0,529,1592.774909
70.0,529,1593.472383
70.0,529,1593.9285
70.0,529,1594.392767
70.0,529,1594.858977
70.0,529,1595.337164
70.0,529,1595.997277
70.0,529,1596.462455
70.0,529,1596.91717
70.0,529,1597.378756
70.0,529,1597.842489
70.0,529,1598.505252
70.0,529,1598.957391
70.0,529,1599.439506
70.0,529,1599.88612
70.0,529,1600.343374
70.0,529,1601.008123
70.0,529,1601.467411
70.0,529,1601.932833
70.0,529,1602.401226
70.0,529,1602.898136
70.0,529,1603.578708
70.0,529,1604.045972
70.0,529,1604.521357
70.0,529,1604.99179
70.0,529,1605.458788
70.0,529,1606.150586
70.0,529,1606.60766
70.0,529,1607.069977
70.0,529,1607.538195
70.0,529,1608.008512
70.0,529,1608.671595
70.0,529,1609.123918
70.0,529,1609.579234
70.0,529,1610.046289
70.0,529,1610.502601
70.0,529,1611.165395
70.0,529,1611.630815
70.0,529,1612.089104
70.0,529,1612.554517
70.0,529,1613.018601
70.0,529,1613.671847
70.0,529,1614.115878
70.0,529,1614.558347
70.0,529,1614.998471
70.0,529,1615.45269
70.0,529,1616.10942
70.0,529,1616.554036
70.0,529,1617.042686
70.0,529,1617.523979
70.0,529,1617.983134
70.0,529,1618.643893
70.0,529,1619.094385
70.0,529,1619.544739
70.0,529,1619.997102
70.0,529,1620.468236
70.0,529,1621.139211
70.0,529,1621.612721
70.0,529,1622.068827
70.0,529,1622.531146
70.0,529,1622.989571
70.0,529,1623.667053
70.0,529,1624.131399
70.0,529,1624.579849
70.0,529,1625.022198
70.0,529,1625.48067
70.0,529,1626.172621
70.0,529,1626.631513
70.0,529,1627.115576
70.0,529,1627.580679
70.0,529,1628.046188
70.0,529,1628.714252
70.0,529,1629.168286
70.0,529,1629.624828
70.0,529,1630.090107
70.0,529,1630.552347
70.0,529,1631.221577
70.0,529,1631.707104
70.0,529,1632.161504
70.0,529,1632.618911
70.0,529,1633.08333
70.0,529,1633.743904
70.0,529,1634.219195
70.0,529,1634.668531
70.0,529,1635.13894
70.0,529,1635.622126
70.0,529,1636.307551
70.0,529,1636.757928
70.0,529,1637.241176
70.0,529,1637.703449
70.0,529,1638.167624
70.0,529,1638.831085
70.0,529,1639.275011
70.0,529,1639.746997
70.0,529,1640.203623
70.0,529,1640.66784
70.0,529,1641.348581
70.0,529,1641.799844
70.0,529,1642.258327
70.0,529,1642.722602
70.0,529,1643.184031
70.0,529,1643.841652
70.0,529,1644.29595
70.0,529,1644.740412
70.0,529,1645.187901
70.0,529,1645.645147
70.0,529,1646.317895
70.0,529,1646.766396
70.0,529,1647.223026
70.0,529,1647.699958
70.0,529,1648.170217
70.0,529,1648.840894
70.0,529,1649.297196
70.0,529,1649.753026
70.0,529,1650.214997
70.0,529,1650.678454
70.0,529,1651.342024
70.0,529,1651.792586
70.0,529,1652.250145
70.0,529,1652.704193
70.0,529,1653.173984
70.0,529,1653.831395
70.0,529,1654.289435
70.0,529,1654.756844
70.0,529,1655.220273
70.0,529,1655.702368
70.0,529,1656.379997
70.0,529,1656.838244
70.0,529,1657.292856
70.0,529,1657.768759
70.0,529,1658.239664
70.0,529,1658.901914
70.0,529,1659.354676
70.0,529,1659.806717
70.0,529,1660.262056
70.0,529,1660.723604
70.0,529,1661.393248
70.0,529,1661.866443
70.0,529,1662.321711
70.0,529,1662.771528
70.0,529,1663.256273
70.0,529,1663.938852
70.0,529,1664.406177
70.0,529,1664.866442
70.0,529,1665.332032
70.0,529,1665.819919
70.0,529,1666.533118
70.0,529,1666.97786
70.0,529,1667.432195
70.0,529,1667.880611
70.0,529,1668.37201
70.0,529,1669.078131
70.0,529,1669.535381
70.0,529,1669.985833
70.0,529,1670.459032
70.0,529,1670.932339
70.0,529,1671.639647
70.0,529,1672.096005
70.0,529,1672.552804
70.0,529,1673.01957
70.0,529,1673.481203
70.0,529,1674.1749
70.0,529,1674.641812
70.0,529,1675.121006
70.0,529,1675.606146
70.0,529,1676.063489
70.0,529,1676.748083
70.0,529,1677.224371
70.0,529,1677.69849
70.0,529,1678.179823
70.0,529,1678.659798
70.0,529,1679.332768
70.0,529,1679.797722
70.0,529,1680.258615
70.0,529,1680.721585
70.0,529,1681.189977
70.0,529,1681.862379
70.0,529,1682.315138
70.0,529,1682.76556
70.0,529,1683.221428
70.0,529,1683.683072
70.0,529,1684.377493
70.0,529,1684.888417
70.0,529,1685.345751
70.0,529,1685.810026
70.0,529,1686.280371
70.0,529,1686.957826
70.0,529,1687.417241
70.0,529,1687.874753
70.0,529,1688.336903
70.0,529,1688.794524
70.0,529,1689.461084
70.0,529,1689.911541
70.0,529,1690.358876
70.0,529,1690.814599
70.0,529,1691.276442
70.0,529,1691.979098
70.0,529,1692.442251
70.0,529,1692.89965
70.0,529,1693.367847
70.0,529,1693.856056
70.0,529,1694.560527
70.0,529,1695.016823
70.0,529,1695.516046
70.0,529,1695.994035
70.0,529,1696.451263
70.0,529,1697.156847
70.0,529,1697.618238
70.0,529,1698.079587
70.0,529,1698.547792
70.0,529,1699.046848
70.0,529,1699.710871
70.0,529,1700.163002
70.0,529,1700.639088
70.0,529,1701.111229
70.0,529,1701.572086
70.0,529,1702.250174
70.0,529,1702.697748
70.0,529,1703.146349
70.0,529,1703.618618
70.0,529,1704.087736
70.0,529,1704.758421
70.0,529,1705.220781
70.0,529,1705.694817
70.0,529,1706.153271
70.0,529,1706.670358
70.0,529,1707.359825
70.0,529,1707.836948
70.0,529,1708.33692
70.0,529,1708.817189
70.0,529,1709.301578
70.0,529,1710.001726
70.0,529,1710.460178
70.0,529,1710.931401
70.0,529,1711.392323
70.0,529,1711.850368
70.0,529,1712.531715
70.0,529,1713.013233
70.0,529,1713.473986
70.0,529,1713.937623
70.0,529,1714.39299
70.0,529,1715.073365
70.0,529,1715.552016
70.0,529,1716.003004
70.0,529,1716.473411
70.0,529,1716.934647
70.0,529,1717.611259
70.0,529,1718.07761
70.0,529,1718.537904
70.0,529,1719.022315
70.0,529,1719.480424
70.0,529,1720.146902
70.0,529,1720.61472
70.0,529,1721.077741
70.0,529,1721.532294
70.0,529,1722.028317
70.0,529,1722.721588
70.0,529,1723.197786
70.0,529,1723.660262
70.0,529,1724.140277
70.0,529,1724.603656
70.0,529,1725.282333
70.0,529,1725.739258
70.0,529,1726.201098
70.0,529,1726.670581
70.0,529,1727.132672
70.0,529,1727.818149
70.0,529,1728.28248
70.0,529,1728.750139
70.0,529,1729.217948
70.0,529,1729.678531
70.0,529,1730.355853
70.0,529,1730.840074
70.0,529,1731.309701
70.0,529,1731.772494
70.0,529,1732.244964
70.0,529,1732.913977
70.0,529,1733.367059
70.0,529,1733.83927
70.0,529,1734.305523
70.0,529,1734.760937
70.0,529,1735.431762
70.0,529,1735.883133
70.0,529,1736.351659
70.0,529,1736.830747
70.0,529,1737.293738
70.0,529,1737.964464
70.0,529,1738.441611
70.0,529,1738.924956
70.0,529,1739.40797
70.0,529,1739.886246
70.0,529,1740.556222
70.0,529,1741.030164
70.0,529,1741.499826
70.0,529,1741.958677
70.0,529,1742.41014
70.0,529,1743.090719
70.0,529,1743.550857
70.0,529,1744.053302
70.0,529,1744.511606
70.0,529,1744.988739
70.0,529,1745.660223
70.0,529,1746.12761
70.0,529,1746.58211
70.0,529,1747.053556
70.0,529,1747.51193
70.0,529,1748.190032
70.0,529,1748.652761
70.0,529,1749.112225
70.0,529,1749.565184
70.0,529,1750.029605
70.0,529,1750.703164
70.0,529,1751.157527
70.0,529,1751.610059
70.0,529,1752.086351
70.0,529,1752.549539
70.0,529,1753.296666
70.0,529,1753.800563
70.0,529,1754.260895
70.0,529,1754.721393
70.0,529,1755.188531
70.0,529,1755.873558
70.0,529,1756.33251
70.0,529,1756.801532
70.0,529,1757.255082
70.0,529,1757.735414
70.0,529,1758.398864
70.0,529,1758.864429
70.0,529,1759.35733
70.0,529,1759.814213
70.0,529,1760.272496
70.0,529,1760.970934
70.0,529,1761.441813
70.0,529,1761.957692
70.0,529,1762.442748
70.0,529,1762.903947
70.0,529,1763.58289
70.0,529,1764.048265
70.0,529,1764.510413
70.0,529,1764.96779
70.0,529,1765.427152
70.0,529,1766.090003
70.0,529,1766.566338
70.0,529,1767.018476
70.0,529,1767.471248
70.0,529,1767.930356
70.0,529,1768.610942
70.0,529,1769.076326
70.0,529,1769.54717
70.0,529,1770.01861
70.0,529,1770.474551
70.0,529,1771.146862
70.0,529,1771.605127
70.0,529,1772.066649
70.0,529,1772.527873
70.0,529,1772.985028
70.0,529,1773.644857
70.0,529,1774.097201
70.0,529,1774.562518
70.0,529,1775.01899
70.0,529,1775.474654
70.0,529,1776.136976
70.0,529,1776.610809
70.0,529,1777.069669
70.0,529,1777.521128
70.0,529,1777.979434
70.0,529,1778.637108
70.0,529,1779.093638
70.0,529,1779.55802
70.0,529,1780.00538
70.0,529,1780.464598
70.0,529,1781.148515
70.0,529,1781.648245
70.0,529,1782.122621
70.0,529,1782.585719
70.0,529,1783.042132
70.0,529,1783.736577
70.0,529,1784.195266
70.0,529,1784.673673
70.0,529,1785.129582
70.0,529,1785.594159
70.0,529,1786.282323
70.0,529,1786.738734
70.0,529,1787.206169
70.0,529,1787.668352
70.0,529,1788.137592
70.0,529,1788.813437
70.0,529,1789.292663
70.0,529,1789.750307
70.0,529,1790.235919
70.0,529,1790.736056
70.0,529,1791.42849
70.0,529,1791.921835
70.0,529,1792.39296
70.0,529,1792.848176
70.0,529,1793.337426
70.0,529,1793.998956
70.0,529,1794.447625
70.0,529,1794.905978
70.0,529,1795.3854
70.0,529,1795.843423
70.0,529,1796.514532
70.0,529,1796.97291
70.0,529,1797.440791
70.0,529,1797.910303
70.0,529,1798.373315
70.0,529,1799.051724
70.0,529,1799.509276
70.0,529,1799.986396
70.0,529,1800.449651
70.0,529,1800.910434
70.0,529,1801.588946
70.0,529,1802.057591
70.0,529,1802.512177
70.0,529,1802.96574
70.0,529,1803.458829
70.0,529,1804.170174
70.0,529,1804.646775
70.0,529,1805.112037
70.0,529,1805.569091
70.0,529,1806.022631
70.0,529,1806.739258
70.0,529,1807.196086
70.0,529,1807.656941
70.0,529,1808.111964
70.0,529,1808.568026
70.0,529,1809.279663
70.0,529,1809.744878
70.0,529,1810.19633
70.0,529,1810.648007
70.0,529,1811.127147
70.0,529,1811.806495
70.0,529,1812.269857
70.0,529,1812.724355
70.0,529,1813.182673
70.0,529,1813.647859
70.0,529,1814.318635
70.0,529,1814.790895
70.0,529,1815.252245
70.0,529,1815.707289
70.0,529,1816.166792
70.0,529,1816.834581
70.0,529,1817.31405
70.0,529,1817.7651
70.0,529,1818.217607
70.0,529,1818.683033
70.0,529,1819.3624
70.0,529,1819.864455
70.0,529,1820.32582
70.0,529,1820.797148
70.0,529,1821.266277
70.0,529,1821.938922
70.0,529,1822.40129
70.0,529,1822.858662
70.0,529,1823.31183
70.0,529,1823.78722
70.0,529,1824.449519
70.0,529,1824.91628
70.0,529,1825.370154
70.0,529,1825.829123
70.0,529,1826.308299
70.0,529,1826.982007
70.0,529,1827.438175
70.0,529,1827.895558
70.0,529,1828.349824
70.0,529,1828.834099
70.0,529,1829.506593
70.0,529,1829.96911
70.0,529,1830.449312
70.0,529,1830.926636
70.0,529,1831.456824
70.0,529,1832.138903
70.0,529,1832.597123
